ID,volg_nr,debtor_nr,debtor_name,project,reference,account_manager,invoice_date,period_start,total_ex_vat,total_incl_vat,paid_amount,open_amount
25a0dac1-0ea5-4b7f-b705-ecfcd1e12a8b,VFA2202292,DE1600069,MIP Electronics,"SCA170111 MIP Electronics, geluid",,Mirjam Stevens,16-05-2022,2022/05,132.75,132.75,132.75,0.00
c5da2ffb-da98-420f-9bb2-bd2b7d375070,VFA2202291,DE1800157,Reykjavik Public Health Authority,SCA180239 monitoring bouwlawaai + horecasense,,,16-05-2022,2022/05,1497.40,1497.40,1497.40,0.00
b26e5161-0678-49a1-ad12-d87419d60000,VFA2202290,O0009,Sinus Messtechnik,SCA190340 Portal-Sinus B-1190591.3431,,Mirjam Stevens,16-05-2022,2022/05,693.75,693.75,693.75,0.00
56c0a3a2-cb03-4a54-9092-f55386dfe48f,VFA2202289,G0022,Gemeente Papendrecht,SCA190335 Geluidsmetingen met  NP2,,,16-05-2022,2022/05,1410.55,1706.77,1706.77,0.00
683c684e-b5b7-4e8c-8a10-26ba1475065a,VFA2202288,A0002,Alcedo Beheer BV,SCA210459 3x SPC,,,16-05-2022,2022/05,3541.95,4285.76,4285.76,0.00
7c9be0a6-f548-4442-ac92-d17d02ec98d6,VFA2202287,DE1800163,Aequator Groen & Ruimte bv,SCA200398 10xLV5-Project: 20170154-POP3-Waterbeh.Markelosebr,,,16-05-2022,2022/05,417.60,505.30,505.30,0.00
edd72bba-4184-4335-b96c-e93f535fc53d,VFA2202286,DE1800163,Aequator Groen & Ruimte bv,SCA180231 VOF Wolleswinkel - Hanskamp; Grondwater meetpunten,,,16-05-2022,2022/05,189.60,229.42,229.42,0.00
e0af7ecb-a442-4579-8c98-b3bbdc6c09eb,VFA2202285,DE1700106,Gemeente Amsterdam Zuidas,"SCA170107 5xSPA+1x SPC Gemeente Amsterdam Zuidas, geluid",,Mirjam Stevens,16-05-2022,2022/05,2475.00,2994.75,2994.75,0.00
19653b85-9d2c-46e6-8bfd-7a49d6218531,VFA2202284,DE2000251,THV RoTS,SCA210473 55x LV5 RoTS-Project Antwerpen deel 2,,,16-05-2022,2022/05,2468.40,2468.40,2468.40,0.00
78d316d4-d574-4659-bcf4-67da94d61dcc,VFA2202283,DE2000251,THV RoTS,SCA210473 55x LV5 RoTS-Project Antwerpen deel 2,,,16-05-2022,2022/05,-921.30,-921.30,-921.30,0.00
1744704a-e41a-4a7e-92d8-9d7681da6a85,VFA2202282,DE2100263,Labo Devlieger - Van Vooren,SCA210478 2xLV5,,,16-05-2022,2022/05,182.40,182.40,182.40,0.00
1fa6d27a-d9a1-4d38-b5f0-29b0f07bdd94,VFA2202281,DE2000252,Sweco Belgium BV,SCA210486 1x LV5- 4009380189,,,16-05-2022,2022/05,112.20,112.20,112.20,0.00
45b2fb14-871d-43a9-a792-5c8425e05aa5,VFA2202280,DE2000252,Sweco Belgium BV,SCA210484 2xLV5- 4009380189,,,16-05-2022,2022/05,224.40,224.40,224.40,0.00
efb74b2e-eefe-42da-9b8b-21b77ce005ca,VFA2202279,DE1600006,Gemeente Hengelo,SCA180245 2 sp4 en 3 SOL,,Mirjam Stevens,16-05-2022,2022/05,559.40,676.87,676.87,0.00
c3301174-c9f5-44ba-abdf-e0f007f6fffa,VFA2202278,DE2100259,Quattro Expertise BV,SCA210480 2x SP7,,Irene Barten,16-05-2022,2022/05,1603.10,1939.75,1939.75,0.00
08e45033-2b9e-4e55-8a18-6fdcf1ab38e4,VFA2202277,DE2100259,Quattro Expertise BV,SCA210487 2xSP7,,Irene Barten,16-05-2022,2022/05,1603.10,1939.75,1939.75,0.00
14215cae-e63f-4340-a4e6-a6f1d616e3d3,VFA2202276,DE1600068,AKRON,SCA220583 Les Planches SRL Horecasense,,Irene Barten,16-05-2022,2022/05,995.00,995.00,995.00,0.00
22681f25-8e5f-404b-8e93-2f42e1ef14c2,VFA2202275,DE1600068,AKRON,SCA220578 D2S INTERNATIONAL-1x SPC,D2S INTERNATIONAL,Irene Barten,16-05-2022,2022/05,3844.00,3844.00,3844.00,0.00
96eca0e1-34c2-4181-9287-9c51a9a992ff,VFA2202274,A0019,Eco Environmental & Acoustic Engineering,SCA180258 10xSPA,,Irene Barten,16-05-2022,2022/05,282.50,282.50,282.50,0.00
41104f97-32e4-4ddc-9635-cf16f33c7846,VFA2202273,H0006,Mingjan bvba,,,Irene Barten,11-05-2022,2022/05,-95.00,-95.00,-95.00,0.00
5b084a0c-3f45-454f-968a-a412910031fe,VFA2202272,DE1600068,AKRON,SCA190336 1x SP4 Studax/ KU Leuven,,Mirjam Stevens,10-05-2022,2022/05,233.10,233.10,233.10,0.00
16f77563-9699-4739-b946-77236e15cce1,VFA2202271,DE1900193,Ingenieurs Bureau Land,SCA190332 59x LV5 Grondwatermeetnet Papendrecht,,,09-05-2022,2022/05,-127.44,-154.20,-154.20,0.00
7befdc3d-f6f2-4207-ac6d-984f132b31ed,VFA2202270,DE1600068,AKRON,SCA210460 AKRON GENT 10x SPC,,George Boersma,11-05-2022,2022/05,1237.50,1237.50,1237.50,0.00
c5c636eb-f7b9-4507-9885-c4fbc04f7484,VFA2202269,A0000,Aveco de Bondt B.V.,SCA170095 AVECO_portal-projectnummer 215753 250,,Hans Mulder,05-05-2022,2022/05,38057.96,46050.13,46050.13,0.00
98039466-2399-4c00-b121-b81c5f36b2f3,VFA2202268,DE1700081,Gemeente 's-Hertogenbosch,,,George Boersma,05-05-2022,2022/05,320.00,387.20,387.20,0.00
b0ace70f-6792-470c-a27b-7edcfeda4bfd,VFA2202267,DE2100257,Hanab Telecom Netwerk Solutions bv,,,,05-05-2022,2022/05,100.00,121.00,121.00,0.00
3a087d67-b20e-4a78-aaea-6055405993f9,VFA2202266,A0000,Aveco de Bondt B.V.,,,Irene Barten,05-05-2022,2022/05,25676.70,31068.81,31068.81,0.00
c32dd3e0-1972-429e-a481-eed323d77814,VFA2202265,DE1600068,AKRON,SCA190316 ANTWERP EAST N.V. (PD world Liege container termin,,Mirjam Stevens,03-05-2022,2022/05,912.60,912.60,912.60,0.00
9e4a7c94-8824-411f-b78b-fddc6fe898f2,VFA2202264,DE2000241,TB-Expertise BV,SCA200406 SPA,,,03-05-2022,2022/05,1580.00,1911.80,1911.80,0.00
103bbda8-566e-409a-a54d-a8c90f8594de,VFA2202263,DE1800155,Gemeente Land van Cuijk,SCA180235 3x SP4 vaste meetopstellingen,,,03-05-2022,2022/05,1884.87,2280.69,2280.69,0.00
153c1ae8-bb33-4e05-94b6-8d52077c656b,VFA2202262,DE1800159,BOOT organiserend ingenieursburo B.V. VERVALLEN (dubbele debiteur) (niet meer gebruiken; DE1800152 gebruiken),SCA190341 4 waterniveau meters inclusief portal,,,03-05-2022,2022/05,528.00,638.88,638.88,0.00
dbd15d64-cb13-4fae-9e18-fbff97c856e4,VFA2202261,DE1800159,BOOT organiserend ingenieursburo B.V. VERVALLEN (dubbele debiteur) (niet meer gebruiken; DE1800152 gebruiken),SCA190334 Boot 1xLV5-project P19-0197-Geldersch Benedeneind,,,03-05-2022,2022/05,132.00,159.72,159.72,0.00
0ec9a981-9ebb-4ef5-9efc-9256a4839c4f,VFA2202260,DE1800176,Sweco Nederland B.V.,"SCA200404 7xLV5 Project wijk Schiekamp, Spijkenisse",,,03-05-2022,2022/05,1177.82,1425.16,1425.16,0.00
406a2790-4464-43df-86d4-2f2cc805323c,VFA2202259,DE1800176,Sweco Nederland B.V.,SCA210482 13x LV5  Projectnaam: America,,,03-05-2022,2022/05,2187.38,2646.73,2646.73,0.00
2b41b664-7bf6-4cc3-8c34-c029a8c9b5bf,VFA2202258,DE1800176,Sweco Nederland B.V.,SCA210479 13xLV5  Project: Gendtse Waard,,,03-05-2022,2022/05,2355.64,2850.32,2850.32,0.00
91c321e7-a985-4bf3-b557-bf526454fc5c,VFA2202257,DE1800176,Sweco Nederland B.V.,SCA210481 6x LV5 Project: Doetinchem; Project: Bakertand Goi,,,03-05-2022,2022/05,1162.63,1406.78,1406.78,0.00
42329b5a-45c3-4ecd-8792-73bb7b5eb338,VFA2202256,DE1600063,Arcadis Nederland BV,,,George Boersma,03-05-2022,2022/05,7362.80,8908.99,8908.99,0.00
a9513e37-67e3-49ed-a876-045c89996a6b,VFA2202255,DE1800176,Sweco Nederland B.V.,SCA220579 2xLV7,,Irene Barten,03-05-2022,2022/05,1293.48,1565.11,1565.11,0.00
c630b7ef-685a-42d8-9d0e-6e398c265e33,VFA2202254,B0007,Ahoy Rotterdam,"SCA160033 Ahoy, geluid",,Irene Barten,03-05-2022,2022/05,495.00,598.95,598.95,0.00
1a03aa26-bf19-4139-a5d3-07ac037cd3e9,VFA2202253,A0000,Aveco de Bondt B.V.,,,Irene Barten,03-05-2022,2022/05,2160.00,2613.60,2613.60,0.00
7ec3f040-6c94-4ed6-82d5-914807c18cd5,VFA2202252,G0030,Gemeente Leeuwarden,"SCA200454 Gemeente Leeuwarden, geluid",,,03-05-2022,2022/05,-600.00,-726.00,-726.00,0.00
d931e49a-2680-4565-a260-139e8b65bfcd,VFA2202251,DE1600068,AKRON,SCA170195 DP WORLD / LCT LIEGE - 1x SPA,Periodieke kosten voor de periode 01-12-2020 tot 01-12-2021,George Boersma,02-05-2022,2022/05,675.00,675.00,675.00,0.00
299422fe-6001-46de-816e-ad3480f14f51,VFA2202250,G0016,Gemeente Katwijk,SCA180237 Geluidbeheer katwijk-‘Verplichting: 108130’,,Mirjam Stevens,02-05-2022,2022/05,1678.77,2031.31,2031.31,0.00
76e942cb-1db8-4e01-bf0c-a39a41921f80,VFA2202249,G0016,Gemeente Katwijk,SCA180237 Geluidbeheer katwijk-‘Verplichting: 108130’,,Mirjam Stevens,02-05-2022,2022/05,-1728.81,-2091.86,-2091.86,0.00
3c3ae514-5800-487d-affc-bed7baa50540,VFA2202248,DE1900194,Gemeente Kerkrade,SCA190326 1x klasse 1 & 1x klasse 2 meetsets,,,25-04-2022,2022/04,2484.66,3006.44,3006.44,0.00
f381ba7b-2f8a-4648-bf14-736e9e3d0396,VFA2202247,DE1600046,Stichting Raceway Venray,"SCA160053 Stichting Raceway Venray, geluid",,George Boersma,25-04-2022,2022/04,139.67,169.00,169.00,0.00
b8d13cc3-0bff-45b6-83ec-7596332347d2,VFA2202246,G0019,Omgevingsdienst West-Holland,SCA190324 HMRI Module,,,25-04-2022,2022/04,300.00,363.00,363.00,0.00
bf7bedbf-f606-4e0a-8ab2-251d21b364c8,VFA2202245,G0005,Gemeente Utrecht,"SCA170102 Gemeente Utrecht, geluid",,Sander den Houdijker,25-04-2022,2022/04,1755.00,2123.55,2123.55,0.00
799a8c36-7e07-4407-ae5b-6b60375787db,VFA2202244,DE2000239,RSK Group,SCA200394 19x LV5,,,25-04-2022,2022/04,2433.06,2944.00,2944.00,0.00
52f83dd4-b736-4c8c-917b-18c8715528d0,VFA2202243,DE1900193,Ingenieurs Bureau Land,SCA200425 5x LVx+regenmeter Water buffering met Lapinus,,,25-04-2022,2022/04,328.80,397.85,397.85,0.00
d38c9519-c01c-4e8f-a45b-e624988f1ede,VFA2202242,DE2000235,Stichting Waterhouderij Walcheren,SCA200386 19xLV5-7 + 5x QU7,,Hans Mulder,25-04-2022,2022/04,2486.70,3008.91,3008.91,0.00
5798c0ae-8c00-42c3-be04-0266973fc51c,VFA2202241,DE2000251,THV RoTS,SCA210473 55x LV5 RoTS-Project Antwerpen deel 2,,,25-04-2022,2022/04,4884.00,4884.00,4884.00,0.00
304076d2-04fb-4ee7-94d6-8346280a7e4a,VFA2202240,DE2000251,THV RoTS,SCA210474 3xLV5 RoTS,,,25-04-2022,2022/04,489.84,489.84,489.84,0.00
bb8bbfc9-5f05-4779-8c2f-b37203af68a4,VFA2202239,DE2100259,Quattro Expertise BV,SCA210469 1xSP7,,Irene Barten,25-04-2022,2022/04,1101.55,1332.88,1332.88,0.00
21aff883-5043-45b3-9b18-525d91d48f4c,VFA2202238,DE1800163,Aequator Groen & Ruimte bv,SCA200401 10xLV5,,,25-04-2022,2022/04,554.40,670.82,670.82,0.00
7a6ec44c-d80e-4c0a-8f3b-e6b856c5e0f5,VFA2202237,DE1900219,Wiertsema & Partners Raadgevend Ingenieurs,SCA200397 3x LV5,boringen TB023-A t/m TB025,,25-04-2022,2022/04,246.24,297.95,297.95,0.00
1968d4c3-b4e9-408d-b00e-d47c8f9c1c5a,VFA2202236,A0002,Alcedo Beheer BV,SCA210475 7xLV5,,,25-04-2022,2022/04,474.00,573.54,573.54,0.00
d6e63c15-1ecf-41ae-8d0d-a7a838ee60dc,VFA2202235,DE1600012,Waterschap Rijn en IJssel,SCA190315 Wildenborch_deel2,,Irene Barten,25-04-2022,2022/04,1097.50,1327.98,1327.98,0.00
3bb54a4c-6ca0-420d-8019-1077847cf0c5,VFA2202234,DE1600012,Waterschap Rijn en IJssel,SCA200393 10x LV5 WRIJ Lankheet & NBW-locaties,,Irene Barten,25-04-2022,2022/04,785.50,950.46,950.46,0.00
83004194-12f4-4fac-872b-e76e7b19c6d6,VFA2202233,G0036,Omgevingsdienst Drenthe,SCA160051 OGD Drenthe,,Omar Jarmohamed,25-04-2022,2022/04,3151.75,3813.62,3813.62,0.00
cbc8686b-e15c-4752-ba1c-ed27e232c604,VFA2202232,DE1800176,Sweco Nederland B.V.,SCA200400 3xLV5,,,25-04-2022,2022/04,504.78,610.78,610.78,0.00
834a820e-d900-468d-b96d-dba0049d87a9,VFA2202231,DE1800176,Sweco Nederland B.V.,SCA210485 1x LV5 Project: Deinum,,,25-04-2022,2022/04,168.26,203.59,203.59,0.00
78f9c257-8ae0-45b0-8630-5bcbb1f1f566,VFA2202230,G0030,Gemeente Leeuwarden,"SCA200454 Gemeente Leeuwarden, geluid",,,25-04-2022,2022/04,6680.69,8083.63,8083.63,0.00
6115acb2-abc0-426c-9493-e4bf6b889349,VFA2202229,DE1900193,Ingenieurs Bureau Land,SCA190332 59x LV5 Grondwatermeetnet Papendrecht,,,25-04-2022,2022/04,4139.44,5008.72,5008.72,0.00
837dd675-6d8e-42b9-a897-e0652f6aade8,VFA2202228,DE2000252,Sweco Belgium BV,SCA210477 10x LV5- 4009380189,,,25-04-2022,2022/04,1122.00,1122.00,1122.00,0.00
5a1852af-f953-4d66-918d-65f3aa4b4d8f,VFA2202227,DE1700081,Gemeente 's-Hertogenbosch,,,George Boersma,25-04-2022,2022/04,800.00,968.00,968.00,0.00
41086a89-f944-46ba-9bd7-95cb2d131616,VFA2202226,DE1900202,Gemeente Vijfheerenlanden,"SCA160012 Vianen, water",,Hans Mulder,25-04-2022,2022/04,2113.02,2556.75,2556.75,0.00
5bbf88da-c101-4c5e-9dff-1ade12acf9ad,VFA2202225,G0016,Gemeente Katwijk,SCA180237 Geluidbeheer katwijk-‘Verplichting: 108130’,,Mirjam Stevens,25-04-2022,2022/04,1728.81,2091.86,2091.86,0.00
806904d4-982c-447d-8f0e-059d9c0993d8,VFA2202224,DE1800159,BOOT organiserend ingenieursburo B.V. VERVALLEN (dubbele debiteur) (niet meer gebruiken; DE1800152 gebruiken),SCA180230 9x grondwaterniveau meters; project P19-0197,,Irene Barten,25-04-2022,2022/04,1135.80,1374.32,1374.32,0.00
87340849-512c-4ebf-91f1-7406f5eeed08,VFA2202223,DE1800159,BOOT organiserend ingenieursburo B.V. VERVALLEN (dubbele debiteur) (niet meer gebruiken; DE1800152 gebruiken),SCA190323 7x LV5 inclusief portal,,,25-04-2022,2022/04,924.00,1118.04,1118.04,0.00
d1c0e007-2fbf-4433-b427-ee80d3c77a20,VFA2202222,A0000,Aveco de Bondt B.V.,,,Irene Barten,25-04-2022,2022/04,20940.00,25337.40,25337.40,0.00
7e36ebf3-791c-433d-93ab-214910d34e58,VFA2202221,DE1600012,Waterschap Rijn en IJssel,SCA220575 1xQU7,,Irene Barten,25-04-2022,2022/04,1265.52,1531.28,1531.28,0.00
5da7877d-4bb8-4f1e-8fe8-3866bfb26e23,VFA2202220,G0000,Gemeente Eindhoven,,,Irene Barten,25-04-2022,2022/04,790.00,955.90,955.90,0.00
c25a0328-1e2b-43e7-8e4b-187844ece21e,VFA2202219,DE1900208,BAM Bouw en Techniek Regio Noord,SCA220573 NP2,,Irene Barten,25-04-2022,2022/04,1210.55,1464.77,1464.77,0.00
acf2a634-c055-4626-949d-46aed1e734b8,VFA2202218,DE1800159,BOOT organiserend ingenieursburo B.V. VERVALLEN (dubbele debiteur) (niet meer gebruiken; DE1800152 gebruiken),SCA220574 2x LV7,,Irene Barten,25-04-2022,2022/04,1289.60,1560.42,1560.42,0.00
11dfad55-5f19-4b4a-9213-50166cd997c0,VFA2202217,DE1800179,Westerunie,,Let op betaling =>402 en Westergas,Irene Barten,25-04-2022,2022/04,1946.00,2354.66,2354.66,0.00
ecef70b0-4ec6-42e8-8955-89ab7254d7b9,VFA2202216,DE1600068,AKRON,SCA220554 ARCELORMITTAL GENT (St-Kruis-Winkel)-1xSPC,,Irene Barten,25-04-2022,2022/04,270.00,270.00,270.00,0.00
781e43dd-f61a-434d-b36b-4c556449e0ad,VFA2202215,DE2200291,Winsemius Works BV,,,Irene Barten,25-04-2022,2022/04,3021.00,3655.41,3655.41,0.00
941ee18a-be88-4547-863d-b4ac0d64a0bd,VFA2202214,DE2200292,IDDS,SCA220576 5xLV7-projectnummer A1801,,Irene Barten,25-04-2022,2022/04,3285.00,3974.85,3974.85,0.00
44600c76-980e-4d16-a739-5217d0264484,VFA2202213,DE1600002,ALEA cvba,,,George Boersma,21-04-2022,2022/04,690.00,690.00,690.00,0.00
d09b9200-5a72-4498-aac0-1233d2dd4b19,VFA2202212,DE1900200,Amerpodia BV,"SCA160008 Het Compagnietheater, geluid",,Sander den Houdijker,21-04-2022,2022/04,-177.00,-214.17,-214.17,0.00
46583327-0644-4a48-a4db-76af7b8f730e,VFA2202211,DE1600068,AKRON,SCA200382 AKRON VAN MOER LOGISTICS,,Mirjam Stevens,19-04-2022,2022/04,780.00,780.00,780.00,0.00
a79a330a-49c9-4535-8393-4b3d2ab153c0,VFA2202210,DE1600068,AKRON,SCA200383 BCTN,3x SP4 voor BCTN,George Boersma,19-04-2022,2022/04,630.00,630.00,630.00,0.00
61ba090a-6e9e-4c2a-a80c-2eb14e86777b,VFA2202209,DE1600068,AKRON,SCA200430 oude meter Gent 2x SPA,oude meters v Gent lease constructie,Mirjam Stevens,19-04-2022,2022/04,-16.20,-16.20,-16.20,0.00
be132edf-835f-4573-a218-a6acbad695f9,VFA2202208,DE1600068,AKRON,SCA170197 Gemeente Wichelen-SP4,,George Boersma,19-04-2022,2022/04,585.00,585.00,585.00,0.00
82631081-0ffe-48dc-945c-859791d91245,VFA2202207,A0000,Aveco de Bondt B.V.,SCA170095 AVECO_portal-projectnummer 215753 250,,Hans Mulder,13-04-2022,2022/04,37997.01,45976.38,45976.38,0.00
423e5cdf-5317-461c-8fff-04343cc99449,VFA2202206,A0019,Eco Environmental & Acoustic Engineering,SCA180258 10xSPA,,,13-04-2022,2022/04,5400.00,5400.00,5400.00,0.00
32f0cf11-16bb-433d-a869-9fe778232768,VFA2202205,DE2200293,Infinity Company,,,,07-04-2022,2022/04,720.00,871.20,871.20,0.00
89ae6a78-93f3-42a1-96df-0c9fd1cd8636,VFA2202204,A0000,Aveco de Bondt B.V.,,,Irene Barten,07-04-2022,2022/04,38552.64,46648.69,46648.69,0.00
ec233359-27d2-4aaa-b020-4edc80ad0482,VFA2202203,G0026,Stad Leuven,,,George Boersma,07-04-2022,2022/04,250.00,250.00,250.00,0.00
7f408000-0db5-4f45-8e2c-9227fcbafbdc,VFA2202202,A0000,Aveco de Bondt B.V.,,,Irene Barten,07-04-2022,2022/04,9074.00,10979.54,10979.54,0.00
51270c1c-c7e4-4ba0-a48a-32837206d658,VFA2202201,DE1600006,Gemeente Hengelo,"SCA170086 Gemeente Hengelo, geluid",,Sander den Houdijker,07-04-2022,2022/04,-367.80,-445.04,-445.04,0.00
6e9aff66-3c13-4a5a-b520-cf112bdba020,VFA2202200,A0000,Aveco de Bondt B.V.,,Geleidbaarheid metingen in zeeland,Hans Mulder,31-03-2022,2022/03,8475.00,10254.75,10254.75,0.00
cb1f2a50-28e5-4b58-b963-584608cfe799,VFA2202199,DE2200289,Ingenieursbureau Gemeente Amsterdam,,,Irene Barten,31-03-2022,2022/03,2618.00,3167.78,3167.78,0.00
177b3f85-994c-4758-b188-fbf396048f89,VFA2202198,DE1900219,Wiertsema & Partners Raadgevend Ingenieurs,SCA220572 23xLV7,,Irene Barten,31-03-2022,2022/03,12709.34,15378.30,15378.30,0.00
325919e5-6fe2-4817-a273-6f14bc77d668,VFA2202197,DE2200290,Grondslag,SCA220565 Grondslag-Verzamelcontract,,Irene Barten,31-03-2022,2022/03,2630.20,3182.54,3182.54,0.00
655c7f59-b4a9-41a7-9b6a-52b381e66cdd,VFA2202196,O0009,Sinus Messtechnik,,,George Boersma,31-03-2022,2022/03,682.50,682.50,682.50,0.00
2bf2c8b0-8a62-4732-b87b-a73b0d289206,VFA2202195,DE2100282,Ortageo,SCA220566 5xLV7 - TETEM Enschede,,Irene Barten,31-03-2022,2022/03,3264.00,3949.44,3949.44,0.00
4c39af06-c157-45dc-ae60-bb29a04512f5,VFA2202194,DE1600041,ATKB,SCA160043 ATKB  water,,Omar Jarmohamed,31-03-2022,2022/03,-478.80,-579.35,-579.35,0.00
35750541-e1d8-45bf-a128-3a6c1a6d4ba9,VFA2202193,DE1700132,Provincie Limburg,"SCA200418 Leudal, onderhoud meetnet",,,30-03-2022,2022/03,760.80,920.57,920.57,0.00
ac856c2f-9d4f-48b4-a3e7-c3a214827875,VFA2202192,DE2000239,RSK Group,SCA220570 3xLV7-PO2620090,,Rene Tjong,29-03-2022,2022/03,2088.00,2526.48,2526.48,0.00
3d4ddcea-1241-4b16-9421-06105eb72a5d,VFA2202191,DE1800152,BOOT organiserend ingenieursburo B.V.,SCA220569 3xLV7,,Irene Barten,29-03-2022,2022/03,1934.40,2340.62,2340.62,0.00
82c9ee29-011b-4b2b-8768-2f1037af50fe,VFA2202190,DE1800152,BOOT organiserend ingenieursburo B.V.,,,Irene Barten,29-03-2022,2022/03,200.00,242.00,242.00,0.00
b2475ed9-84a7-4d7e-9759-f9b9782a52d3,VFA2202189,H0047,Horeca zaak Bv de 1900,,,,22-09-2022,2022/09,170.00,170.00,170.00,0.00
077be1e5-591d-4a44-beca-77ce2eeea28f,VFA2202188,DE1600014,Provincie Utrecht,"SCA170124 Provincie Utrecht, uitbreiding netwerk,",,Rene Tjong,28-03-2022,2022/03,-4830.00,-5844.30,-5844.30,0.00
a0fbbe9b-14e1-45c7-8574-01f0f1c4aa18,VFA2202187,DE2000252,Sweco Belgium BV,SCA220571 1xLV7-4009380189,,Irene Barten,28-03-2022,2022/03,591.60,591.60,591.60,0.00
f29b8e7b-720f-4197-bb2a-b1185d663649,VFA2202186,DE1600063,Arcadis Nederland BV,,,George Boersma,28-03-2022,2022/03,1085.00,1312.85,1312.85,0.00
816bf749-b138-41a7-a8cb-026cc2cec324,VFA2202185,DE1600063,Arcadis Nederland BV,,,George Boersma,28-03-2022,2022/03,9344.00,11306.24,11306.24,0.00
293d8948-6c02-4119-9864-a789d4b147e6,VFA2202184,DE1600027,Gemeente Horst aan de Maas,SCA220560 SPC SP7,,Irene Barten,22-03-2022,2022/03,4163.28,5037.57,5037.57,0.00
07404e89-8710-4921-a5d2-f8a0246b17c9,VFA2202183,DE1600027,Gemeente Horst aan de Maas,"SCA170063 Gemeente Horst aan de Maas, geluid",,Omar Jarmohamed,22-03-2022,2022/03,2365.70,2862.50,2862.50,0.00
b0288949-cc33-4698-81d3-b98858cdabd7,VFA2202182,A0018,Omgevingsdienst Zuidoost Brabant,SCA200456 2x SPC- Z.152137/D.685103,,,21-03-2022,2022/03,3096.00,3746.16,3746.16,0.00
b98f0b50-d646-42c3-b080-bea3b2c6db72,VFA2202181,DE2000241,TB-Expertise BV,SCA200447 SPC-,,,21-03-2022,2022/03,565.00,683.65,683.65,0.00
5d5a170b-93d7-411b-87cb-0a7f6cac9656,VFA2202180,A0000,Aveco de Bondt B.V.,SCA170095 AVECO_portal-projectnummer 215753 250,,Hans Mulder,21-03-2022,2022/03,36741.65,44457.40,44457.40,0.00
1b9326f6-20e5-4279-9c42-bb5887b7d175,VFA2202179,DE1900193,Ingenieurs Bureau Land,SCA220567 1xLV7; 78201.09 loggers IBL,,Rene Tjong,17-03-2022,2022/03,518.76,627.70,627.70,0.00
c6c697b1-53d1-43d6-a8e3-588365da90f6,VFA2202178,DE1900193,Ingenieurs Bureau Land,SCA220568 2xLV7; 78201.10,,Rene Tjong,17-03-2022,2022/03,1037.52,1255.40,1255.40,0.00
c40be7d6-8745-4752-b96b-656af7f8c4e0,VFA2202177,DE1600068,AKRON,SCA210460 AKRON GENT 10x SPC,,George Boersma,08-03-2022,2022/03,1237.50,1237.50,1237.50,0.00
32720fdb-8b35-4a0f-82e7-403e2a6f1f3a,VFA2202176,DE1900193,Ingenieurs Bureau Land,SCA220563 2xLV7-Projectnummer IBL78480,,Rene Tjong,08-03-2022,2022/03,1105.52,1337.68,1337.68,0.00
8d2ff157-8a29-4b73-802d-7e58db28265b,VFA2202175,A0000,Aveco de Bondt B.V.,,Geleidbaarheid metingen in zeeland,Hans Mulder,08-03-2022,2022/03,18150.00,21961.50,21961.50,0.00
207d7b7e-d4d6-4b6e-b36c-7c5e9ac26f36,VFA2202174,A0002,Alcedo Beheer BV,SCA170090 4x LV4,,Omar Jarmohamed,08-03-2022,2022/03,-623.88,-754.89,-754.89,0.00
5cfc5aa1-9ef6-4bc7-900a-30454bb920a4,VFA2202173,A0002,Alcedo Beheer BV,SCA170090 4x LV4,,Omar Jarmohamed,08-03-2022,2022/03,623.88,754.89,754.89,0.00
b1c86c0c-babc-4221-abc7-aefbf6416da9,VFA2202172,DE2000239,RSK Group,SCA210466 18x LV5,,,08-03-2022,2022/03,2317.20,2803.81,2803.81,0.00
caa60b2f-56fa-40f0-a287-d55397a445f9,VFA2202171,DE1900193,Ingenieurs Bureau Land,SCA210521 3x LV5-Project Schindel-IBL78201.02,,,08-03-2022,2022/03,336.60,407.29,407.29,0.00
173adba8-ee7a-4be3-8c6e-758bb8ddf702,VFA2202170,DE1800150,Café Averechts,SCA180233 1x Horecasense setje,,Irene Barten,07-03-2022,2022/03,177.00,214.17,214.17,0.00
9fd119cf-c63c-45a4-8806-54413819d6a9,VFA2202169,DE1600068,AKRON,SCA180224 D2S Internationaal -2xSPA-1xPSC,,Mirjam Stevens,07-03-2022,2022/03,1032.24,1032.24,1032.24,0.00
b3716723-af5c-4fb4-8425-a3b1aba078b2,VFA2202168,DE1900200,Amerpodia BV,"SCA160008 Het Compagnietheater, geluid",,Sander den Houdijker,07-03-2022,2022/03,177.00,214.17,214.17,0.00
08dec6cf-f664-4137-994a-2f8f1cfce84d,VFA2202167,H0100,Stage Entertainment Nederland Producties BV,"SCA170092 Stage Entertainment, geluid",,Sander den Houdijker,07-03-2022,2022/03,357.00,431.97,431.97,0.00
2018e66b-ff96-4f36-835f-52850e2c3781,VFA2202166,DE2000234,Sustainder,SCA200387 Sustainder-Zaanstad speelveld,,,07-03-2022,2022/03,785.28,950.19,950.19,0.00
7c0bce7e-3c9f-4aea-99fa-34771664ee9a,VFA2202165,DE1700101,Nederlandse Stichting Geluidshinder,SCA180219 NSG-Geluidmeetset,,,07-03-2022,2022/03,668.80,809.25,809.25,0.00
c09c01d8-98a8-4197-835d-34a0d109e3ed,VFA2202164,A0008,LBP Sight,SCA200388 NP4,,,07-03-2022,2022/03,325.00,393.25,393.25,0.00
