ID,volg_nr,project_name,debtor_name,relatie_nr,financial_status,start_date,extention_datate,end_date,sales_order,sla_type,contact_name
2d9f0592-c94c-441c-9ec2-3ad236bd6417,SCA220637,1x SPC + acc. Acoustical Engineering,AKRON,Gerda Lauwers,,03-02-2023,03-02-2026,,"8.278,00",Warranty (1 year),
8121f15b-4f98-4ef3-bcbb-09a740fed574,SCA220636,Model NP2 4x,Urban Lighting Innovations GMbH,Matthias Weis,,25-11-2022,25-11-2023,,"7.153,50",Warranty (1 year),
c87ab629-5c4e-42e2-ab81-d3b5360206ce,SCA220635,2x NP4 incl. accessoires,TU Delft,Dick Simons,,23-11-2022,23-11-2025,,"10.829,10",Carry-IN,
0ce495a6-8e20-46da-a255-f1e9839febdd,SCA220634,Vitens contract 56xLV,Vitens N.V.,Clenn Poulie,,01-01-2023,01-01-2024,31-12-2023,"605,00",Carry-IN,
6be01308-bef5-42da-8bc7-4946deebd8cf,SCA220633,6x LV8 712 5m-218184,Ortageo,Toine Damen,,18-11-2022,17-11-2023,,"3.628,80",Carry-IN,Irene Barten
16dd64fb-196b-495e-8fc2-32733a7f7faf,SCA220632,KIS monitoring portal + 10x LV8,Deltares,Pieter Pauw,,08-12-2022,01-01-2025,,"5.333,38",Carry-IN,
659cc342-706a-4b7e-8223-05cc4215b718,SCA220631,"2x LV8-Project 519016-Terneuzen, order P2620293",RSK Group,Bertrik Murk,,17-11-2022,17-11-2023,,"1.219,60",Carry-IN,
c052bcd5-9b42-4e47-bade-542a9b2da03a,SCA220630,"6x LV8 + BRO-Project 518999-Biervliet, order P2620",RSK Group,Bertrik Murk,,17-11-2022,17-11-2023,,"3.658,80",Carry-IN,
5a3532d3-e887-43b1-a9e0-72a1d1e0e23a,SCA220629,2x LV8 712,RPS Advies- en Ingenieursbureau bv,Ed Kamperdijk,,18-11-2022,18-11-2023,29-05-2024,"1.279,60",Carry-IN,
27bd519d-5aba-428c-800a-87b5be780902,SCA220628,3x LV8 25mm 5 meter,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,18-11-2022,18-11-2025,,"1.546,74",Warranty (1 year),
f0e20119-24f1-461d-a951-942f324abdde,SCA220627,3x grondwaterniveau data,Provincie Friesland,Mathijs  Oudega,,01-09-2022,01-09-2023,,"568,80",Warranty (1 year),
e66df2fc-00eb-4e24-875c-89d8ad8f87f2,SCA220626,4x LV8 25mm 5 meter,BOOT organiserend ingenieursburo B.V.,Diederik van Ameijde,,02-11-2022,02-11-2023,,"2.419,20",Warranty (1 year),Irene Barten
b81e4c2f-e3f7-4722-965f-5a7a2bf13806,SCA220625,90x LV8 onderhandse aanbesteding West Betuwe (p.kw),Ingenieurs Bureau Land,Ad  van der Horst,,01-01-2023,01-01-2024,,"13.015,00",Warranty (5 year),
93631ef3-8268-4fc6-904c-0cdf7cef72e5,SCA220624,4xLV8 4/10 & 16x LV8 4/5 -projectnummer A3018,IDDS,Eric  Baptist,,01-03-2023,01-03-2025,,"12.336,00",Warranty (1 year),Irene Barten
3a585c53-9348-4e7e-b7e8-cfe553fe6e03,SCA220623,D2S Internationaal - 2x SPC,AKRON,Geert Dierckx,,05-10-2022,05-10-2023,,"8.378,50",Warranty (1 year),George Boersma
7d628d5e-5479-4ef9-ab62-164dd512aeae,SCA220622,5x LV8 713 4/5,Fides Expertise BV,Fred  Pannekoek,,13-10-2022,13-10-2023,,"2.949,00",Warranty (1 year),Irene Barten
d08d37a2-c31f-4ff7-916c-b8e138f91a26,SCA220621,2x LV7 712,RSK Group,Bertrik Murk,,29-09-2022,29-09-2026,,"1.028,16",Warranty (1 year),
94f9f0d6-37e6-4b5c-bc48-2b8415e10463,SCA220619,2x LV8 -Project code 518725,RSK Group,Naod Negash,,12-10-2022,12-10-2023,,"1.106,16",Warranty (1 year),
68e07136-b6d1-471f-9930-5de66e29dde8,SCA220618,4x horecasense,University of Nottingham,Ian Wiggins,,20-10-2022,20-10-2023,20-10-2023,"4.459,00",Warranty (1 year),
976c97d6-df38-46a9-af5a-c5186aa4c61f,SCA220617,kan vervallen-Ortageo zie SCA210537,,,,08-09-2022,,08-09-2022,"0,00",Warranty (1 year),Irene Barten
19cdf9b2-dc77-4964-acf8-0a60eda17239,SCA220616,9x LV8,Socotec Geotechnics,Matthew  Pegels,,19-10-2022,19-10-2025,,"5.504,60",Warranty (1 year),Irene Barten
e9d3ad1a-30c6-4962-9a79-e5a505dcddb5,SCA220615,1x LV8 (10 meter),Ortageo,Toine Damen,,11-10-2022,11-10-2023,,"664,80",Warranty (1 year),Irene Barten
506631e0-09e8-4a88-83a7-5a3b06d0861f,SCA220614,1x LV8,RPS Advies- en Ingenieursbureau bv,Ed Kamperdijk,,11-10-2022,11-10-2023,,"679,80",Warranty (1 year),Omar Jarmohamed
f6a27c53-d330-41a7-be5b-62902370b985,SCA220613,1x SP7 klasse 2 1x SP7 klasse 2 geïnstalleerd in C,BOEi,Jurjen van de Beek,,26-09-2022,26-09-2025,26-09-2025,"3.156,00",Warranty (1 year),Irene Barten
b423c2a4-1164-42df-ad74-f15c0896f7eb,SCA220612,Periodieke kosten 1x LV7,BOOT organiserend ingenieursburo B.V.,Diederik van Ameijde,,11-08-2022,11-08-2023,,"724,80",Warranty (1 year),
8366258e-862e-42d4-a164-0efff53e5f69,SCA220611,Periodieke kosten 1xLV7 aanbest. WRIJ Aveco meters,Waterschap Rijn en IJssel,Gert van den Houten,,15-08-2022,15-08-2025,,"73,06",Warranty (1 year),Irene Barten
285425e5-086f-4de7-a267-76ce1563934c,SCA220610,Citribel-3x SPC,AKRON,Gerda Lauwers,,01-12-2022,01-12-2023,,"12.405,75",Warranty (1 year),
1bb18fbd-0b16-47b6-964c-d1e1675d436a,SCA220609,20x LV8 project Utrecht - sept,Fides Expertise BV,Fred  Pannekoek,,07-10-2022,07-10-2025,,"11.796,00",Warranty (1 year),Irene Barten
aeff5a1a-baef-4381-bd1d-1d038e1f59d1,SCA220608,70x LV8 project Den Haag,Fides Expertise BV,Fred  Pannekoek,,13-10-2022,13-10-2025,,"41.816,00",Warranty (1 year),Irene Barten
303c313f-aeee-42d9-a296-ae97aee1e6c6,SCA220607,16x LV7 Dijkversterking Westervoort - Pannerdense,Wiertsema & Partners Raadgevend Ingenieurs,Nico   van der Moot,,10-10-2022,10-10-2023,,"9.627,53",Warranty (1 year),
8c3271bb-fc7e-4c43-81d9-aad514966474,SCA220606,Borgercompagnie 158 - open data,Nedmag B.V.,Herman Hamstra,,01-08-2022,01-08-2025,01-07-2024,"1.010,00",Warranty (1 year),Irene Barten
3b140ee0-217e-4330-b9b5-07ef6701f50b,SCA220605,6x LV7-81722,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,19-02-2023,19-02-2024,,"36.399,18",Warranty (1 year),
aff2569e-a882-4737-883c-8611671f783e,SCA220604,3x LV7 met lange kabel-4009380189,Sweco Belgium BV,Arnaud Struyf,,15-07-2022,15-07-2023,,"1.774,80",Warranty (1 year),
4a982aa8-9625-4286-a182-bcf61b98aafa,SCA220603,Gouda project netwerken-Lease (IBL78422) p.kwartaa,Ingenieurs Bureau Land,Robert Vermeulen,,01-04-2022,09-02-2026,,"8.360,61",Carry-IN,
0ca6166b-5b9f-4299-896d-7f99cfcb5c5a,SCA220602,kan vervallen AVECO,Aveco de Bondt B.V.,Fred Stenekes,,,,23-06-2022,"30.701,00",Warranty (1 year),
1747d02b-5b92-4227-9d12-b10a3026e541,SCA220601,"6x LV7A-D713, 518751 - project in Drimmelen",RSK Group,Bertrik Murk,,05-08-2022,05-08-2025,,"3.447,60",Warranty (1 year),
32e2c74d-24d8-40f5-8c38-98e00c098ce4,SCA220600,2xLV  Westervoort,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,01-02-2023,01-02-2029,,"1.105,16",Warranty (1 year),
14ecadfc-3eb4-4489-ba78-9dfc31858aa3,SCA220599,2x extra Sluiskil  LV7A-D713,RSK Group,Bertrik Murk,,22-07-2022,22-07-2025,,"1.157,70",Warranty (1 year),
15b7d731-099b-4705-9dd2-a9ee017dea0d,SCA220598,10 loggers LV7 (ipv 8) 18 mm 5 m project 81441-2,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,25-07-2022,25-07-2028,,"5.575,80",Warranty (1 year),
d12efe02-a7a7-4dee-b19b-f162f71592d5,SCA220597,1x LV7 met lange sensor kabel,THV RoTS,Martijn Goffings,,18-07-2022,18-07-2023,,"0,00",Warranty (1 year),
7df692b1-cc93-4e8b-b888-9fd817c024d1,SCA220596,Sluiskil 10x LV7,RSK Group,Bertrik Murk,,04-07-2022,04-07-2025,,"6.367,35",Warranty (1 year),
e59ddda9-d35c-4775-897b-58025af6646a,SCA220594,6x LV7 - IBL78557,Ingenieurs Bureau Land,Karst Busstra,,15-07-2022,15-07-2025,,"3.316,56",Warranty (1 year),
a5ad906f-c7e7-4f34-b0fe-0dbd123b202b,SCA220593,3x LV7- IBL78201.17,Ingenieurs Bureau Land,Karst Busstra,,01-07-2022,01-07-2025,,"1.658,28",Warranty (1 year),
60f9f9a0-d18e-4c57-a668-9e0c8429cee4,SCA220592,3x LV7 brandput niveau metingen,Veiligheids Regio Noord- en Oost-Gelderland VNOG,Sven-Erik Bulsink,,15-08-2022,15-08-2025,01-10-2025,"2.237,40",Warranty (1 year),Irene Barten
6b89731a-5789-4851-98b5-df0a70353552,SCA220591,Optimalisatie gebied Hagenbee-80822,Waterschap Rijn en IJssel,Gert van den Houten,,01-07-2022,01-07-2025,,"988,99",Warranty (3 year),
cc745e91-1ebe-4b9d-8f7e-2c3210bfd358,SCA220590,LV7A-D713-4L05-Testopstelling,RPS Advies- en Ingenieursbureau bv,Ed Kamperdijk,,15-06-2022,15-06-2025,,"837,80",Warranty (1 year),Omar Jarmohamed
493c4ab4-822f-43ec-a764-d6deab33ac4d,SCA220589,2x SPC & 1x SP7,RUD Zeeland,Jamy  Rockx,,16-06-2022,16-06-2025,,"15.305,00",Warranty (1 year),
e5b36c13-d4ae-4862-a8f1-54f9e3fb08b8,SCA220588,Noorderzijlvest- onderh's & portal-NL2810620351,Arcadis Nederland BV,Niels Nijborg,,14-06-2022,14-06-2027,,"2.590,40",No Warranty,
86aec60d-7e47-473b-849d-993d523a1ebe,SCA220587,2x NP2 - 220149,LBP Sight,Ries van Harmelen,,20-06-2022,20-06-2025,,"6.186,10",Carry-IN,
5c00e52e-ef76-4025-8859-1c4d89b10f64,SCA220586,1x spc met acc.- 220120,LBP Sight,Ries van Harmelen,,02-06-2022,02-06-2025,,"8.630,00",Warranty (1 year),
ba477750-1d7b-4212-a61e-a59beacb315c,SCA220585,13xLV7-Project Code:518540,RSK Group,Bertrik Murk,,23-05-2022,23-05-2024,,"7.083,05",Warranty (1 year),
09083113-3c7c-4e05-a0f4-6348e5255520,SCA220584,ARCELOR MITTAL GENT-1xSP7,AKRON,Gerda Lauwers,,23-05-2022,01-06-2023,,"2.317,25",Warranty (1 year),
e5c8abf3-63b6-4978-b715-656b29461dd2,SCA220583,Les Planches SRL Horecasense,AKRON,Gerda Lauwers,,18-05-2022,18-05-2025,18-05-2025,"995,00",Warranty (1 year),
0aff6b6e-c93f-4120-a75f-012f454e0c8f,SCA220582,1x LV7 18mm 5m kabel,BOOT organiserend ingenieursburo B.V.,Diederik van Ameijde,,16-05-2022,16-05-2025,,"644,80",Warranty (1 year),Irene Barten
f461b2c6-6034-443f-8f46-3646eaa69d0a,SCA220580,D2S INTERNATIONAL-1x SPC,AKRON,Gerda Lauwers,,23-05-2022,23-05-2023,,"3.844,00",Warranty (1 year),
6e345759-20b9-4ca6-99c3-d4237fe3cfdf,SCA220579,2xLV7,Sweco Nederland B.V.,Wilmer Noome,,02-05-2022,02-05-2023,,"1.293,48",Warranty (5 year),
179f5c14-b55b-480d-83bf-4f6e457a9918,SCA220578,D2S INTERNATIONAL-1x SPC,AKRON,Gerda Lauwers,,16-05-2022,16-05-2023,,"3.844,00",Warranty (1 year),
c4d10985-e3e7-459e-831b-6434fd1081b0,SCA220577,Gouda project netwerken (oude SCA),Ingenieurs Bureau Land,Hylke   van de Wal,,01-04-2022,,01-04-2022,"0,00",Carry-IN,
69834a38-55b7-4c7a-b530-8443af5aa693,SCA220576,5xLV7-projectnummer A1801,IDDS,Eric  Baptist,,13-04-2022,13-04-2023,,"3.285,00",Warranty (1 year),Irene Barten
71e03544-04f8-4e30-951c-3b58e66ddc8e,SCA220575,1xQU7,Waterschap Rijn en IJssel,Michel Arendsen,,11-04-2022,11-04-2023,,"1.265,52",Warranty (1 year),Irene Barten
edf7fd2f-7079-4e93-91ec-e747a4d658d8,SCA220574,2x LV7,BOOT organiserend ingenieursburo B.V.,Diederik van Ameijde,,11-04-2022,11-04-2023,,"1.289,60",Warranty (1 year),
d3aae375-2975-450f-90b1-f2fef5d9fea2,SCA220573,NP2,BAM Bouw en Techniek Regio Noord,Mirte Sybesma,,11-04-2022,11-10-2023,11-10-2023,"1.210,55",Carry-IN,Irene Barten
72ae97bf-a663-4797-a25f-8dc40222648e,SCA220572,23xLV7,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,25-03-2022,25-03-2023,,"12.709,34",Warranty (1 year),
9cb1c65d-7c03-4ac7-abcd-1bdacef07d53,SCA220571,1xLV7-4009380189,Sweco Belgium BV,Arnaud Struyf,,21-03-2022,21-03-2023,,"591,60",Warranty (1 year),
cb111226-63ac-40c0-a51d-cccf24c409ca,SCA220570,3xLV7-PO2620090,RSK Group,Bertrik Murk,,21-03-2022,21-03-2023,,"2.088,00",Warranty (1 year),
35194c22-3aaf-41e3-8477-dc5cdc1dc0dc,SCA220569,3xLV7,BOOT organiserend ingenieursburo B.V.,Diederik van Ameijde,,18-03-2022,18-03-2025,,"1.934,40",Warranty (1 year),Irene Barten
df293fad-f582-40eb-af43-fc9eee821030,SCA220568,2xLV7; 78201.10,Ingenieurs Bureau Land,Hylke   van de Wal,,18-03-2022,18-03-2025,,"1.037,52",Warranty (1 year),
b979c5c7-88e6-4ae7-b5e2-10a0633e4133,SCA220567,1xLV7; 78201.09 loggers IBL,Ingenieurs Bureau Land,Hylke   van de Wal,,18-03-2022,18-03-2025,,"518,76",Warranty (1 year),
23f60498-d39e-4b95-8e74-de2131aa312e,SCA220566,5xLV7 - TETEM Enschede,Ortageo,Wouter Haan,,21-03-2022,21-03-2025,,"3.264,00",Warranty (1 year),Irene Barten
2c326f96-89f0-4068-ab6e-2f33feedfb98,SCA220565,Grondslag-Verzamelcontract,Grondslag,Robert  Kruk,,31-01-2024,31-01-2025,,"12.903,32",Warranty (1 year),Irene Barten
32019dbd-2f8b-480f-9a17-aeefbd364edb,SCA220564,4xLV5- Korendijkse slikken,Natuurmonumenten Vereniging tot behoud natuurmonumenten in NL,Matthijs Broere,,01-03-2022,01-03-2023,,"2.553,60",Warranty (1 year),
bc3e728c-5e28-417d-ab16-c2fceb26a4f7,SCA220563,2xLV7-Projectnummer IBL78480,Ingenieurs Bureau Land,Hylke   van de Wal,,01-03-2022,01-03-2023,,"1.105,52",Warranty (1 year),
9a6bb3b1-c853-41bc-87b1-176a25375c7a,SCA220562,RSK Pilot Amsterdam 11x LV7,RSK Group,Bertrik Murk,,01-03-2022,01-03-2023,,"5.762,79",Warranty (1 year),
f10ff711-57c7-4475-a5b3-11e272a84695,SCA220561,6xLV7- 4009380189,Sweco Belgium BV,Inti Lambrechts,,01-03-2022,01-03-2023,,"3.549,60",Warranty (1 year),
8819258b-c523-4d9e-bb9d-cd5360beb1c8,SCA220560,SPC SP7,Gemeente Horst aan de Maas,Angela  Alards,,17-03-2022,17-03-2023,17-03-2026,"4.698,28",Carry-IN,
ceaeb066-d0b2-4efa-9b45-697288c3c42a,SCA220559,1xNP4-Floriade,Hanab Telecom Netwerk Solutions bv,Alexander Wasiak,,16-02-2022,16-08-2023,16-02-2023,"3.515,64",Carry-IN,
1cf63b53-d978-46b4-a49a-526c7bb033e1,SCA220558,4xLV7-Projectnr. BO2022-AM,Mateboer Milieutechniek B.V.,Arjen Meijer,,01-03-2022,01-03-2024,01-05-2025,"2.704,00",Warranty (1 year),
080a78c9-7ae3-4902-8140-91725e2f1760,SCA220557,6xLV7,Waterschap Rijn en IJssel,Michel Arendsen,,01-03-2022,01-03-2023,,"3.771,34",Warranty (5 year),Irene Barten
77e59463-6c14-4c5f-b826-73256fe9bad4,SCA220556,3xLV7-Project Veghel,Haskoning Nederland B.V.,Joost  van de  Pol,,10-02-2022,10-02-2023,10-02-2025,"2.030,40",Warranty (3 year),
629c7a66-49c5-4463-b61e-ec2dfb7d9ab4,SCA220555,2 LV7-Projectnr. BO2021-JJS,Mateboer Milieutechniek B.V.,Jan Jacob Stolte,,04-02-2022,04-02-2023,04-03-2023,"1.322,80",Warranty (1 year),
3f203110-4a84-49c9-95a5-eea0e42c0cc5,SCA220554,ARCELORMITTAL GENT (St-Kruis-Winkel)-1xSPC,AKRON,Gerda Lauwers,,02-03-2022,01-03-2023,,"3.797,75",Warranty (1 year),
1e93fac5-dee0-4b6f-8499-9e4e982c3113,SCA220553,2x LV7- 4009380189,Sweco Belgium BV,Inti Lambrechts,,01-02-2022,01-02-2023,,"1.183,20",Warranty (1 year),
057d5bc4-8b7b-47a8-a7e1-9ac48e640f14,SCA220552,3x LV7 - 4009380189,Sweco Belgium BV,Inti Lambrechts,,01-02-2022,01-02-2023,,"1.774,80",Warranty (1 year),
50b9ef5e-99d9-4ab1-ada7-dfb3a37c2869,SCA220551,1xLV7 Uitbreiding project Zevenaar; Waterbuffering,Ingenieurs Bureau Land,Hylke   van de Wal,,24-01-2022,24-01-2025,,"492,75",Warranty (1 year),
2c388f38-afd1-4608-a678-0af1623236d4,SCA220550,2xLV7-Projectnummer: 51002734,Sweco Nederland B.V.,Wilmer Noome,,13-01-2022,13-01-2023,,"1.139,50",Warranty (5 year),
99bdb3eb-b219-4fcd-b1ac-6e351aa6f07f,SCA220549,3xLV7-Projectnummer: 51002734,Sweco Nederland B.V.,Wilmer Noome,,13-01-2022,13-01-2023,,"1.777,50",Warranty (5 year),
eb144a11-a179-422f-ae91-7e92c53654b8,SCA220548,2xLV7 -Projectnummer: 51002734,Sweco Nederland B.V.,Wilmer Noome,,13-01-2022,13-01-2023,,"1.185,00",Warranty (5 year),
132e2d10-302a-4c42-9fc3-f1bc61bf7193,SCA220547,1xSPC,TB-Expertise BV,Olaf Bevelander,,19-01-2022,19-01-2025,19-01-2024,"6.182,80",Warranty (1 year),
0ce3e737-4194-43a4-b347-5b3095c0d240,SCA220546,6xLV7,Aeres Milieu,Michiel  Vrolix,,27-12-2021,27-12-2022,26-05-2023,"3.445,20",Warranty (1 year),Irene Barten
6b40cb76-f40e-4305-af75-2ecd641a5367,SCA210544,"2xLV7-Projectnr: BO2021-AM, Klusptojectnr: BO21510",Mateboer Milieutechniek B.V.,Arjen Meijer,,23-12-2021,23-12-2022,01-05-2025,"1.302,80",Warranty (1 year),
2c13bf7c-b28b-45cb-90a8-9e71567137e9,SCA210543,2xLV7- 4009380189,Sweco Belgium BV,Arnaud Struyf,,24-12-2021,24-12-2022,,"1.149,88",Warranty (1 year),
59235271-5b69-4f78-acee-cfb6942376f0,SCA210542,17xLV7-Lange Rekken-Tilburg,Geofoxx B.V.,Joshi  Lenferink,,27-12-2021,27-12-2024,,"9.769,75",Warranty (1 year),Irene Barten
cd2ac441-221e-4607-90ff-5b68ebbf5cae,SCA210541,3xNP4,Welding Group Piping en Montage BV,Rogier van Lieshout,,22-12-2021,22-12-2024,,"12.718,34",Carry-IN,Irene Barten
b02dd4c1-d870-47ef-b403-6a06871ee1a9,SCA210540,2xNP2,LBP Sight,Ries van Harmelen,,17-01-2022,17-01-2025,,"4.924,56",Carry-IN,
1509228c-487f-4e75-b44e-bee05a09faca,SCA210539,1x LV7-Projectnr. BO2021-AM,Mateboer Milieutechniek B.V.,Arjen Meijer,,07-12-2021,07-12-2022,01-05-2025,"646,40",Warranty (1 year),
a7df1e01-e284-4e74-b238-a1544bb7a1f7,SCA210538,Horecasenseset,Boven de Planken B.V.,Eva Otto,,13-12-2021,13-12-2024,,"1.766,00",Warranty (1 year),
b3a609f0-4933-4fc7-9f00-5084b20f9041,SCA210537,119x LV-project 215631,Ortageo,Wouter Haan,,24-12-2021,24-12-2022,,"63.776,40",Warranty (1 year),Irene Barten
b6e3f247-b6de-4c32-a2c3-6610589e5141,SCA210536,4x NP2,Hanab Telecom Netwerk Solutions bv,Siddarth  Rajkumar,,13-12-2021,13-12-2024,13-12-2023,"6.015,33",Carry-IN,
c78291d3-d325-48ea-8b56-301305b94089,SCA210535,1xSPC,Omgevingsdienst Noordzeekanaalgebied (NZKG),Ruben Basjes,,08-12-2021,08-12-2024,,"6.045,30",Carry-IN,Mirjam Stevens
b26729e0-ba4d-4551-b131-76bf2e2c6d8a,SCA210534,20xLV6 Aarhus,Aarhus Vand Forsyning A/S,Mathias Schandorff Arberg,,01-03-2022,01-03-2025,,"10.333,80",Warranty (1 year),
521ad340-200c-46de-8b42-adc44e119eea,SCA210533,Brussel SNAP,AKRON,Gerda Lauwers,,01-12-2021,01-12-2024,01-12-2024,"1.036,00",Warranty (1 year),
a99a672d-f4c3-4838-8d54-29826795131f,SCA210532,2xLV7,Sweco Nederland B.V.,Wilmer Noome,,22-11-2021,22-11-2022,,"1.247,34",Carry-IN,
3d971de5-9914-4833-a743-ce155e7b2f21,SCA210531,13xLV7,Sweco Nederland B.V.,Wilmer Noome,,16-11-2021,16-11-2022,,"8.374,38",Warranty (1 year),
23708fd9-1da8-4d5a-9a56-454f799df723,SCA210530,3xLV7 Westerpark-Breda,Geofoxx B.V.,Joshi  Lenferink,,18-11-2021,18-11-2022,,"589,20",Warranty (1 year),Irene Barten
6559482a-34bd-4c40-930d-5c29e4231b6e,SCA210529,BRO instandhouding,Gemeente Aa en Hunze,Wietske van der Schaaf,,01-07-2021,01-07-2022,,"2.740,00",Warranty (1 year),
04869505-45a9-42b1-b24d-7a7f52e5706e,SCA210528,4xLV7,Sweco Nederland B.V.,Wilmer Noome,,01-11-2021,01-11-2022,,"2.392,68",Warranty (1 year),
c88d6336-5965-42e6-8f0c-3875f71b19ef,SCA210527,21xLV5- 4009380189,Sweco Belgium BV,Brecht Decoutere,,29-11-2021,29-11-2022,,"12.073,74",Warranty (1 year),
74d82b33-49fa-4225-bf35-73d25039fda8,SCA210526,11xLV5-Landgoederenzone Baaksebeek,Waterschap Rijn en IJssel,Gert van den Houten,,01-12-2021,01-12-2022,,"6.477,57",Warranty (1 year),Irene Barten
6c567ffa-e3b5-4478-a015-307f556d7de8,SCA210525,Horecasense Antwerpen,AKRON,Gerda Lauwers,,25-10-2021,25-10-2024,25-10-2024,"1.196,00",Warranty (1 year),
4467eaca-f671-4fc9-b063-16dcb228520b,SCA210524,6x LV5 project 214843 Dokkum,Ortageo,Wouter Haan,,05-11-2021,05-12-2024,,"4.039,20",Warranty (1 year),Irene Barten
68d3e3e5-c4b3-4d18-aea9-ed54395eaad5,SCA210523,2x Horecasense,Air,Gianni  Schouten,,13-10-2021,13-10-2024,,"2.002,25",Warranty (1 year),Irene Barten
6db44ffa-ca94-4fef-b102-b46258654481,SCA210522,4xLV5- 4009380189,Sweco Belgium BV,Arnaud Struyf,,11-10-2021,11-10-2022,,"2.445,26",Warranty (1 year),
1c4689c5-1730-4177-b92d-68e9f2bc48e1,SCA210521,3x LV5-Project Schindel-IBL78201.02,Ingenieurs Bureau Land,Ad  van der Horst,,23-09-2021,23-03-2022,,"1.395,36",Warranty (1 year),
0f8528ea-56a7-4a62-8bdd-3909bfa639b4,SCA210520,Horecasense Brussel,AKRON,Gerda Lauwers,,11-10-2021,11-10-2024,,"1.036,00",Warranty (1 year),
91b07971-20a6-4044-b266-12d88ea4296d,SCA210519,Umicore,AKRON,Geert Dierckx,,01-11-2021,01-11-2022,,"13.629,25",Warranty (1 year),George Boersma
917ea1cd-2117-4100-8786-33562b58927e,SCA210518,6x SPC en 6xNP4- Floriade,Hanab Telecom Netwerk Solutions bv,Gerard van den Houten,,24-09-2021,24-03-2023,24-03-2023,"45.273,24",Carry-IN,
de00a60f-1cdb-4d7a-aa65-cd79287ae98f,SCA210517,1xNP4,Nedmag B.V.,Evert  Molenkamp,,28-09-2021,28-09-2024,01-07-2024,"4.817,78",Carry-IN,Irene Barten
080782e8-3463-4985-acef-f0b6b0aba3dc,SCA210516,Correlatie functionaliteit,Gemeente Roermond,Raimond Ververgaert,,15-09-2021,15-09-2024,,"400,00",Warranty (1 year),Omar Jarmohamed
ecd11e32-784e-42a6-a1bf-9a802ad25926,SCA210515,2xLV5- 4009380189,Sweco Belgium BV,Brecht Decoutere,,20-09-2021,20-09-2022,,"1.295,38",Warranty (1 year),
980c67bb-3f12-47b0-ae8a-fdb14537ee05,SCA210514,Model CL1-B-geluid voor GERA,Sustainder,Maurits de Boer,,15-11-2021,15-11-2024,15-11-2024,"3.080,00",Warranty (1 year),
ba521809-a016-47ef-8f49-b07a84438376,SCA210513,2xSPA-LTE-M,Gemeente Amsterdam Stadsdeel West,Astrid Breeuwer,,01-08-2021,01-08-2023,,"0,00",Carry-IN,
4f3e31bb-4edf-45c4-9e8e-41eb63aa7ce9,SCA210512,1xSP7,Gemeente Emmen,Rendy van der  Kaap,,15-07-2021,15-07-2024,30-11-2023,"2.642,55",Carry-IN,
5b31913c-fa47-42c6-8656-2cbc62bc6233,SCA210511,3x SP7 en 1xSPA LTE-M,Gemeente Diemen,Annemarie  Hillert,,01-02-2022,01-02-2025,,"11.026,75",Carry-IN,
a0f25b0b-ae05-417b-bdce-a810951e3c7e,SCA210510,7xLV5+ 2xQU7,Sweco Nederland B.V.,Wilmer Noome,,01-09-2021,01-09-2022,,"7.504,86",Carry-IN,
dd24fac3-b161-4301-8dff-37657e48d6df,SCA210509,3xLV5,Sweco Nederland B.V.,Wilmer Noome,,05-09-2021,05-09-2022,,"1.942,86",Carry-IN,
bba02d46-4ced-472d-a7cf-8f923982e81a,SCA210508,2xNP2-projectnummer = 010312aa,LBP Sight,Ries van Harmelen,,18-10-2021,18-10-2024,,"5.479,56",Carry-IN,
6f2d4e65-c7b5-4775-b789-cdc5c5fb22ec,SCA210507,2xLV5-Inkooporder 517893,RSK Group,Bertrik Murk,,03-09-2021,03-09-2022,,"1.755,49",Warranty (1 year),
ad1be040-b96d-421e-9d49-4f7b7b953dd3,SCA210506,3xLV5- 4009380189,Sweco Belgium BV,Brecht Decoutere,,08-08-2021,08-08-2022,,"1.759,82",Warranty (1 year),
a5f690c2-fbe5-4c5b-8ba4-9e05daa889a7,SCA210505,1x LV5,Sweco Nederland B.V.,Wilmer Noome,,19-07-2021,19-07-2022,,"756,40",Carry-IN,
6ff13220-9299-41c9-9887-1755b28997b2,SCA210504,3xLV5,Aeres Milieu,Michiel  Vrolix,,19-07-2021,19-07-2022,11-11-2022,"1.997,60",Warranty (1 year),Irene Barten
afdcd05e-dd29-403f-9e57-2d5e4752a225,SCA210503,1xSPC,DMM Consultancy BV,Marcel Kok,,01-09-2021,01-09-2024,,"7.182,30",Warranty (1 year),
66063587-54e2-4f74-9be2-83663a21a7cd,SCA210502,2xLV5 Willemstad-Noorderschans,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,11-07-2021,14-09-2025,,"1.005,00",Warranty (1 year),
5aef1ced-4480-4968-ac9b-6ad8ba7ede59,SCA210501,11xLV5 Willemstad-Noorderschans,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,11-07-2021,14-09-2025,,"6.251,00",Warranty (1 year),
